rank,track_name,artist_name,year
21,let's go crazy,prince,1984
22,say it isn't so,daryl hall,1984
23,hold me now,thompson twins,1984
24,joanna,kool,1984
25,i just called to say i love you,stevie wonder,1984
26,somebody's watching me,rockwell,1984
27,break my stride,matthew wilder,1984
28,99 luftballons,nena,1984
29,i can dream about you,dan hartman,1984
30,the glamorous life,sheila e.,1984
31,oh sherrie,steve perry,1984
32,stuck on you,lionel richie,1984
33,i guess that's why they call it the blues,elton john,1984
34,she bop,cyndi lauper,1984
35,borderline,madonna,1984
36,sunglasses at night,corey hart,1984
37,eyes without a face,billy idol,1984
38,here comes the rain again,eurythmics,1984
39,uptown girl,billy joel,1984
40,sister christian,night ranger,1984
41,drive,the cars,1984
42,twist of fate,olivia newton-john,1984
43,union of the snake,duran duran,1984
44,the heart of rock & roll,huey lewis and the news,1984
45,hard habit to break,chicago,1984
46,the warrior,scandal,1984
47,if ever you're in my arms again,peabo bryson,1984
48,automatic,the pointer sisters,1984
49,let the music play,shannon,1984
50,to all the girls i've loved before,julio iglesias and willie nelson,1984
51,caribbean queen (no more love on the run),billy ocean,1984
52,that's all,genesis,1984
53,running with the night,lionel richie,1984
54,sad songs (say so much),elton john,1984
55,i want a new drug,huey lewis and the news,1984
56,islands in the stream,kenny rogers and dolly parton,1984
57,love is a battlefield,pat benatar,1984
58,infatuation,rod stewart,1984
59,almost paradise,mike reno and ann wilson,1984
60,legs,zz top,1984
61,state of shock,the jacksons,1984
62,love somebody,rick springfield,1984
63,miss me blind,culture club,1984
64,if this is it,huey lewis and the news,1984
65,you might think,the cars,1984
66,lucky star,madonna,1984
67,cover me,bruce springsteen,1984
68,cum on feel the noize,quiet riot,1984
69,breakdance,irene cara,1984
70,adult education,daryl hall,1984
71,they don't know,tracey ullman,1984
72,an innocent man,billy joel,1984
73,cruel summer,bananarama,1984
74,dance hall days,wang chung,1984
75,give it up,kc and the sunshine band,1984
76,i'm so excited,the pointer sisters,1984
77,i still can't get over loving you,ray parker jr.,1984
78,thriller,michael jackson,1984
79,holiday,madonna,1984
80,breakin'... there's no stopping us,ollie,1984
81,nobody told me,john lennon,1984
82,church of the poison mind,culture club,1984
83,think of laura,christopher cross,1984
84,time will reveal,debarge,1984
85,wrapped around your finger,the police,1984
86,pink houses,john cougar mellencamp,1984
87,round and round,ratt,1984
88,head over heels,the go-go's,1984
89,the longest time,billy joel,1984
90,tonight,kool,1984
91,got a hold on me,christine mcvie,1984
92,dancing in the sheets,shalamar,1984
93,undercover of the night,the rolling stones,1984
94,on the dark side,john cafferty and the beaver brown band,1984
95,new moon on monday,duran duran,1984
96,major tom (coming home),peter schilling,1984
97,magic,the cars,1984
98,when you close your eyes,night ranger,1984
99,rock me tonite,billy squier,1984
100,yah mo b there,james ingram and michael mcdonald,1984
1,careless whisper,wham!,1985
2,like a virgin,madonna,1985
3,wake me up before you go-go,wham!,1985
4,i want to know what love is,foreigner,1985
5,i feel for you,chaka khan,1985
6,out of touch,daryl hall,1985
7,everybody wants to rule the world,tears for fears,1985
8,money for nothing,dire straits,1985
9,crazy for you,madonna,1985
10,take on me,a-ha,1985
11,everytime you go away,paul young,1985
12,easy lover,philip bailey and phil collins,1985
13,can't fight this feeling,reo speedwagon,1985
14,we built this city,starship,1985
15,the power of love,huey lewis and the news,1985
16,don't you (forget about me),simple minds,1985
17,cherish,kool,1985
18,st. elmo's fire (man in motion),john parr,1985
19,the heat is on,glenn frey,1985
20,we are the world,usa for africa,1985
21,shout,tears for fears,1985
22,part-time lover,stevie wonder,1985
23,saving all my love for you,whitney houston,1985
24,heaven,bryan adams,1985
25,everything she wants,wham!,1985
26,cool it now,new edition,1985
27,miami vice theme,jan hammer,1985
28,loverboy,billy ocean,1985
29,lovergirl,teena marie,1985
30,you belong to the city,glenn frey,1985
31,oh sheila,ready for the world,1985
32,rhythm of the night,debarge,1985
33,one more night,phil collins,1985
34,sea of love,the honeydrippers,1985
35,a view to a kill,duran duran,1985
36,the wild boys,duran duran,1985
37,you're the inspiration,chicago,1985
38,neutron dance,the pointer sisters,1985
39,we belong,pat benatar,1985
40,nightshift,commodores,1985
41,things can only get better,howard jones,1985
42,all i need,jack wagner,1985
43,freeway of love,aretha franklin,1985
44,never surrender,corey hart,1985
45,sussudio,phil collins,1985
46,strut,sheena easton,1985
47,you give good love,whitney houston,1985
48,the search is over,survivor,1985
49,missing you,diana ross,1985
50,separate lives,phil collins and marilyn martin,1985
51,raspberry beret,prince,1985
52,suddenly,billy ocean,1985
53,the boys of summer,don henley,1985
54,one night in bangkok,murray head,1985
55,if you love somebody set them free,sting,1985
56,obsession,animotion,1985
57,we don't need another hero (thunderdome),tina turner,1985
58,material girl,madonna,1985
59,better be good to me,tina turner,1985
60,head over heels,tears for fears,1985
61,axel f,harold faltermeyer,1985
62,smooth operator,sade,1985
63,in my house,mary jane girls,1985
64,don't lose my number,phil collins,1985
65,all through the night,cyndi lauper,1985
66,run to you,bryan adams,1985
67,glory days,bruce springsteen,1985
68,voices carry,'til tuesday,1985
69,misled,kool,1985
70,would i lie to you?,eurythmics,1985
71,be near me,abc,1985
72,no more lonely nights,paul mccartney,1985
73,i can't hold back,survivor,1985
74,summer of '69,bryan adams,1985
75,walking on sunshine,katrina and the waves,1985
76,freedom,wham!,1985
77,too late for goodbyes,julian lennon,1985
78,valotte,julian lennon,1985
79,some like it hot,the power station,1985
80,solid,ashford,1985
81,angel,madonna,1985
82,i'm on fire,bruce springsteen,1985
83,method of modern love,daryl hall,1985
84,lay your hands on me,thompson twins,1985
85,who's holding donna now,debarge,1985
86,lonely ol' night,john cougar mellencamp,1985
87,what about love,heart,1985
88,california girls,david lee roth,1985
89,fresh,kool,1985
90,do what you do,jermaine jackson,1985
91,jungle love,the time,1985
92,born in the u.s.a.,bruce springsteen,1985
93,private dancer,tina turner,1985
94,who's zoomin' who?,aretha franklin,1985
95,fortress around your heart,sting,1985
96,penny lover,lionel richie,1985
97,all she wants to do is dance,don henley,1985
98,dress you up,madonna,1985
99,sentimental street,night ranger,1985
100,sugar walls,sheena easton,1985
1,that's what friends are for,"dionne and friends (dionne warwick, gladys knight, elton john and stevie wonder)",1986
2,"say you, say me",lionel richie,1986
3,i miss you,klymaxx,1986
4,on my own,patti labelle and michael mcdonald,1986
5,broken wings,mr. mister,1986
6,how will i know,whitney houston,1986
7,party all the time,eddie murphy,1986
8,burning heart,survivor,1986
9,kyrie,mr. mister,1986
10,addicted to love,robert palmer,1986
11,the greatest love of all,whitney houston,1986
12,secret lovers,atlantic starr,1986
13,friends and lovers,gloria loring and carl anderson,1986
14,glory of love,peter cetera,1986
15,west end girls,pet shop boys,1986
16,there'll be sad songs (to make you cry),billy ocean,1986
17,alive and kicking,simple minds,1986
18,never,heart,1986
19,kiss,prince and the revolution,1986
20,higher love,steve winwood,1986
21,stuck with you,huey lewis and the news,1986
22,holding back the years,simply red,1986
23,sledgehammer,peter gabriel,1986
24,sara,starship,1986
25,human,the human league,1986
26,i can't wait,nu shooz,1986
27,take my breath away,berlin,1986
28,rock me amadeus,falco,1986
29,papa don't preach,madonna,1986
30,you give love a bad name,bon jovi,1986
31,"when the going gets tough, the tough get going",billy ocean,1986
32,when i think of you,janet jackson,1986
33,these dreams,heart,1986
34,don't forget me (when i'm gone),glass tiger,1986
35,live to tell,madonna,1986
36,mad about you,belinda carlisle,1986
37,something about you,level 42,1986
38,venus,bananarama,1986
39,dancing on the ceiling,lionel richie,1986
40,conga,miami sound machine,1986
41,true colors,cyndi lauper,1986
42,danger zone,kenny loggins,1986
43,what have you done for me lately,janet jackson,1986
44,no one is to blame,howard jones,1986
45,let's go all the way,sly fox,1986
46,i didn't mean to turn you on,robert palmer,1986
47,words get in the way,miami sound machine,1986
48,manic monday,the bangles,1986
49,walk of life,dire straits,1986
50,amanda,boston,1986
51,two of hearts,stacey q,1986
52,crush on you,the jets,1986
53,if you leave,orchestral manoeuvres in the dark,1986
54,invisible touch,genesis,1986
55,the sweetest taboo,sade,1986
56,what you need,inxs,1986
57,talk to me,stevie nicks,1986
58,nasty,janet jackson,1986
59,take me home tonight,eddie money,1986
60,we don't have to take our clothes off,jermaine stewart,1986
61,all cried out,lisa lisa and cult jam,1986
62,your love,the outfield,1986
63,i'm your man,wham!,1986
64,perfect way,scritti politti,1986
65,living in america,james brown,1986
66,r.o.c.k. in the u.s.a.,john cougar mellencamp,1986
67,who's johnny,el debarge,1986
68,word up!,cameo,1986
69,why can't this be love,van halen,1986
70,silent running (on dangerous ground),mike + the mechanics,1986
71,typical male,tina turner,1986
72,small town,john cougar mellencamp,1986
73,tarzan boy,baltimora,1986
74,all i need is a miracle,mike + the mechanics,1986
75,sweet freedom,michael mcdonald,1986
76,true blue,madonna,1986
77,rumors,timex social club,1986
78,life in a northern town,dream academy,1986
79,bad boy,miami sound machine,1986
80,sleeping bag,zz top,1986
81,tonight she comes,the cars,1986
82,love touch,rod stewart,1986
83,a love bizarre,sheila e.,1986
84,throwing it all away,genesis,1986
85,baby love,regina,1986
86,election day,arcadia,1986
87,nikita,elton john,1986
88,take me home,phil collins,1986
89,walk this way,runâd.m.c.,1986
90,sweet love,anita baker,1986
91,your wildest dreams,moody blues,1986
92,spies like us,paul mccartney,1986
93,object of my desire,starpoint,1986
94,dreamtime,daryl hall,1986
95,tender love,force mds,1986
96,king for a day,thompson twins,1986
97,love will conquer all,lionel richie,1986
98,a different corner,george michael,1986
99,i'll be over you,toto,1986
100,go home,stevie wonder,1986
1,walk like an egyptian,the bangles,1987
2,alone,heart,1987
3,shake you down,gregory abbott,1987
4,i wanna dance with somebody (who loves me),whitney houston,1987
5,nothing's gonna stop us now,starship,1987
6,c'est la vie,robbie nevil,1987
7,here i go again,whitesnake,1987
8,the way it is,bruce hornsby and the range,1987
9,shakedown,bob seger,1987
10,livin' on a prayer,bon jovi,1987
11,la bamba,los lobos,1987
12,everybody have fun tonight,wang chung,1987
13,don't dream it's over,crowded house,1987
14,always,atlantic starr,1987
15,with or without you,u2,1987
16,looking for a new love,jody watley,1987
17,head to toe,lisa lisa and cult jam,1987
18,i think we're alone now,tiffany,1987
19,mony mony,billy idol,1987
20,at this moment,billy vera and the beaters,1987
21,the lady in red,chris de burgh,1987
22,didn't we almost have it all,whitney houston,1987
23,i still haven't found what i'm looking for,u2,1987
24,i want your sex,george michael,1987
25,notorious,duran duran,1987
26,only in my dreams,debbie gibson,1987
27,(i've had) the time of my life,bill medley and jennifer warnes,1987
28,the next time i fall,peter cetera and amy grant,1987
29,lean on me,club nouveau,1987
30,open your heart,madonna,1987
31,lost in emotion,lisa lisa and cult jam,1987
32,(i just) died in your arms,cutting crew,1987
33,heart and soul,t'pau,1987
34,you keep me hangin' on,kim wilde,1987
35,keep your hands to yourself,georgia satellites,1987
36,i knew you were waiting (for me),aretha franklin and george michael,1987
37,control,janet jackson,1987
38,u got the look,prince,1987
39,somewhere out there,linda ronstadt and james ingram,1987
40,land of confusion,genesis,1987
41,jacob's ladder,huey lewis and the news,1987
42,who's that girl,madonna,1987
43,you got it all,the jets,1987
44,touch me (i want your body),samantha fox,1987
45,i just can't stop loving you,michael jackson with siedah garrett,1987
46,causing a commotion,madonna,1987
47,in too deep,genesis,1987
48,let's wait awhile,janet jackson,1987
49,hip to be square,huey lewis and the news,1987
50,will you still love me?,chicago,1987
51,little lies,fleetwood mac,1987
52,luka,suzanne vega,1987
53,i heard a rumour,bananarama,1987
54,don't mean nothing,richard marx,1987
55,songbird,kenny g,1987
56,carrie,europe,1987
57,don't disturb this groove,the system,1987
58,la isla bonita,madonna,1987
59,bad,michael jackson,1987
60,sign o' the times,prince,1987
61,change of heart,cyndi lauper,1987
62,come go with me,exposé,1987
63,can't we try,dan hill,1987
64,to be a lover,billy idol,1987
65,mandolin rain,bruce hornsby and the range,1987
66,breakout,swing out sister,1987
67,stand by me,ben e. king,1987
68,"tonight, tonight, tonight",genesis,1987
69,someday,glass tiger,1987
70,when smokey sings,abc,1987
71,casanova,levert,1987
72,rhythm is gonna get you,gloria estefan and miami sound machine,1987
73,rock steady,the whispers,1987
74,wanted dead or alive,bon jovi,1987
75,big time,peter gabriel,1987
76,the finer things,steve winwood,1987
77,let me be the one,exposé,1987
78,is this love,survivor,1987
79,diamonds,herb alpert,1987
80,point of no return,exposé,1987
81,big love,fleetwood mac,1987
82,midnight blue,lou gramm,1987
83,something so strong,crowded house,1987
84,heat of the night,bryan adams,1987
85,nothing's gonna change my love for you,glenn medeiros,1987
86,brilliant disguise,bruce springsteen,1987
87,just to see her,smokey robinson,1987
88,who will you run to,heart,1987
89,respect yourself,bruce willis,1987
90,cross my broken heart,the jets,1987
91,victory,kool,1987
92,don't get me wrong,the pretenders,1987
93,doing it all for my baby,huey lewis and the news,1987
94,right on track,breakfast club,1987
95,ballerina girl,lionel richie,1987
96,meet me half way,kenny loggins,1987
97,i've been in love before,cutting crew,1987
98,(you gotta) fight for your right (to party!),beastie boys,1987
99,funkytown,pseudo echo,1987
100,love you down,ready for the world,1987
1,faith,george michael,1988
2,need you tonight,inxs,1988
3,got my mind set on you,george harrison,1988
4,never gonna give you up,rick astley,1988
5,sweet child o' mine,guns n' roses,1988
6,so emotional,whitney houston,1988
7,heaven is a place on earth,belinda carlisle,1988
8,could've been,tiffany,1988
9,hands to heaven,breathe,1988
10,roll with it,steve winwood,1988
11,one more try,george michael,1988
12,wishing well,terence trent d'arby,1988
13,anything for you,gloria estefan and miami sound machine,1988
14,the flame,cheap trick,1988
15,"get outta my dreams, get into my car",billy ocean,1988
16,seasons change,exposé,1988
17,is this love,whitesnake,1988
18,"wild, wild west",the escape club,1988
19,pour some sugar on me,def leppard,1988
20,i'll always love you,taylor dayne,1988
21,man in the mirror,michael jackson,1988
22,shake your love,debbie gibson,1988
23,simply irresistible,robert palmer,1988
24,hold on to the nights,richard marx,1988
25,hungry eyes,eric carmen,1988
26,shattered dreams,johnny hates jazz,1988
27,father figure,george michael,1988
28,naughty girls (need love too),samantha fox,1988
29,a groovy kind of love,phil collins,1988
30,love bites,def leppard,1988
31,endless summer nights,richard marx,1988
32,foolish beat,debbie gibson,1988
33,where do broken hearts go,whitney houston,1988
34,angel,aerosmith,1988
35,a hazy shade of winter,the bangles,1988
36,the way you make me feel,michael jackson,1988
37,"don't worry, be happy",bobby mcferrin,1988
38,make me lose control,eric carmen,1988
39,red red wine,ub40,1988
40,she's like the wind,patrick swayze,1988
41,bad medicine,bon jovi,1988
42,kokomo,the beach boys,1988
43,i don't wanna go on with you like that,elton john,1988
44,together forever,rick astley,1988
45,monkey,george michael,1988
46,devil inside,inxs,1988
47,should've known better,richard marx,1988
48,i don't wanna live without your love,chicago,1988
49,the loco-motion,kylie minogue,1988
50,what have i done to deserve this?,pet shop boys with dusty springfield,1988
51,make it real,the jets,1988
52,what's on your mind (pure energy),information society,1988
53,tell it to my heart,taylor dayne,1988
54,out of the blue,debbie gibson,1988
55,don't you want me,jody watley,1988
56,desire,u2,1988
57,i get weak,belinda carlisle,1988
58,sign your name,terence trent d'arby,1988
59,i want to be your man,roger,1988
60,girlfriend,pebbles,1988
61,dirty diana,michael jackson,1988
62,1/2/2003,gloria estefan and miami sound machine,1988
63,mercedes boy,pebbles,1988
64,perfect world,huey lewis and the news,1988
65,new sensation,inxs,1988
66,catch me (i'm falling),pretty poison,1988
67,if it isn't love,new edition,1988
68,rocket 2 u,the jets,1988
69,one good woman,peter cetera,1988
70,don't be cruel,cheap trick,1988
71,candle in the wind,elton john,1988
72,everything your heart desires,daryl hall,1988
73,say you will,foreigner,1988
74,i want her,keith sweat,1988
75,pink cadillac,natalie cole,1988
76,fast car,tracy chapman,1988
77,electric blue,icehouse,1988
78,the valley road,bruce hornsby and the range,1988
79,don't be cruel,bobby brown,1988
80,always on my mind,pet shop boys,1988
81,piano in the dark,brenda russell,1988
82,when it's love,van halen,1988
83,don't shed a tear,paul carrack,1988
84,we'll be together,sting,1988
85,i hate myself for loving you,joan jett and the blackhearts,1988
86,i don't want to live without you,foreigner,1988
87,nite and day,al b. sure!,1988
88,don't you know what the night can do?,steve winwood,1988
89,one moment in time,whitney houston,1988
90,can't stay away from you,gloria estefan and miami sound machine,1988
91,kissing a fool,george michael,1988
92,cherry bomb,john cougar mellencamp,1988
93,i still believe,brenda k. starr,1988
94,i found someone,cher,1988
95,never tear us apart,inxs,1988
96,valerie,steve winwood,1988
97,just like paradise,david lee roth,1988
98,nothin' but a good time,poison,1988
99,wait,white lion,1988
100,prove your love,taylor dayne,1988
1,look away,chicago,1989
2,my prerogative,bobby brown,1989
3,every rose has its thorn,poison,1989
4,straight up,paula abdul,1989
5,miss you much,janet jackson,1989
6,cold hearted,paula abdul,1989
7,wind beneath my wings,bette midler,1989
8,girl you know it's true,milli vanilli,1989
9,"baby, i love your way/freebird medley",will to power,1989
10,giving you the best that i got,anita baker,1989
11,right here waiting,richard marx,1989
12,waiting for a star to fall,boy meets girl,1989
13,lost in your eyes,debbie gibson,1989
14,don't wanna lose you,gloria estefan,1989
15,heaven,warrant,1989
16,girl i'm gonna miss you,milli vanilli,1989
17,the look,roxette,1989
18,she drives me crazy,fine young cannibals,1989
19,on our own,bobby brown,1989
20,two hearts,phil collins,1989
21,blame it on the rain,milli vanilli,1989
22,listen to your heart,roxette,1989
23,i'll be there for you,bon jovi,1989
24,if you don't know me by now,simply red,1989
25,like a prayer,madonna,1989
26,i'll be loving you (forever),new kids on the block,1989
27,how can i fall?,breathe,1989
28,baby don't forget my number,milli vanilli,1989
29,toy soldiers,martika,1989
30,forever your girl,paula abdul,1989
31,the living years,mike + the mechanics,1989
32,eternal flame,the bangles,1989
33,wild thing,tone loc,1989
34,when i see you smile,bad english,1989
35,if i could turn back time,cher,1989
36,buffalo stance,neneh cherry,1989
37,when i'm with you,sheriff,1989
38,don't rush me,taylor dayne,1989
39,born to be my baby,bon jovi,1989
40,good thing,fine young cannibals,1989
41,the lover in me,sheena easton,1989
42,bust a move,young mc,1989
43,"once bitten, twice shy",great white,1989
44,batdance,prince,1989
45,rock on,michael damian,1989
46,real love,jody watley,1989
47,love shack,the b-52's,1989
48,every little step,bobby brown,1989
49,hangin' tough,new kids on the block,1989
50,my heart can't tell you no,rod stewart,1989
51,so alive,love and rockets,1989
52,you got it (the right stuff),new kids on the block,1989
53,armageddon it,def leppard,1989
54,satisfied,richard marx,1989
55,express yourself,madonna,1989
56,i like it,dino,1989
57,soldier of love,donny osmond,1989
58,sowing the seeds of love,tears for fears,1989
59,cherish,madonna,1989
60,when the children cry,white lion,1989
61,18 and life,skid row,1989
62,i don't want your love,duran duran,1989
63,second chance,.38 special,1989
64,the way you love me,karyn white,1989
65,funky cold medina,tone loc,1989
66,in your room,the bangles,1989
67,miss you like crazy,natalie cole,1989
68,lovesong,the cure,1989
69,secret rendezvous,karyn white,1989
70,angel eyes,the jeff healey band,1989
71,patience,guns n' roses,1989
72,walk on water,eddie money,1989
73,cover girl,new kids on the block,1989
74,welcome to the jungle,guns n' roses,1989
75,shower me with your love,surface,1989
76,stand,r.e.m.,1989
77,close my eyes forever,lita ford and ozzy osbourne,1989
78,all this time,tiffany,1989
79,after all,cher and peter cetera,1989
80,roni,bobby brown,1989
81,love in an elevator,aerosmith,1989
82,lay your hands on me,bon jovi,1989
83,the promise,when in rome,1989
84,what i am,edie brickell,1989
85,i remember holding you,boys club,1989
86,paradise city,guns n' roses,1989
87,i wanna have some fun,samantha fox,1989
88,she wants to dance with me,rick astley,1989
89,dreamin',vanessa williams,1989
90,it's no crime,babyface,1989
91,poison,alice cooper,1989
92,this time i know it's for real,donna summer,1989
93,smooth criminal,michael jackson,1989
94,heaven help me,deon estus,1989
95,rock wit'cha,bobby brown,1989
96,thinking of you,sa-fire,1989
97,what you don't know,exposé,1989
98,surrender to me,ann wilson and robin zander,1989
99,the end of the innocence,don henley,1989
100,keep on movin',soul ii soul,1989
1,hold on,wilson phillips,1990
2,it must have been love,roxette,1990
3,nothing compares 2 u,sinéad o'connor,1990
4,poison,bell biv devoe,1990
5,vogue,madonna,1990
6,vision of love,mariah carey,1990
7,another day in paradise,phil collins,1990
8,hold on,en vogue,1990
9,cradle of love,billy idol,1990
10,blaze of glory,jon bon jovi,1990
11,do me!,bell biv devoe,1990
12,how am i supposed to live without you,michael bolton,1990
13,pump up the jam,technotronic,1990
14,opposites attract,paula abdul,1990
15,escapade,janet jackson,1990
16,all i wanna do is make love to you,heart,1990
17,close to you,maxi priest,1990
18,black velvet,alannah myles,1990
19,release me,wilson phillips,1990
20,don't know much,linda ronstadt,1990
21,all around the world,lisa stansfield,1990
22,i wanna be rich,calloway,1990
23,rub you the right way,johnny gill,1990
24,she ain't worth it,glenn medeiros,1990
25,if wishes came true,sweet sensation,1990
26,the power,snap!,1990
27,(can't live without your) love and affection,nelson,1990
28,love will lead you back,taylor dayne,1990
29,don't wanna fall in love,jane child,1990
30,two to make it right,seduction,1990
31,sending all my love,linear,1990
32,unskinny bop,poison,1990
33,step by step,new kids on the block,1990
34,dangerous,roxette,1990
35,we didn't start the fire,billy joel,1990
36,i don't have the heart,james ingram,1990
37,downtown train,rod stewart,1990
38,rhythm nation,janet jackson,1990
39,i'll be your everything,tommy page,1990
40,roam,the b-52's,1990
41,everything,jody watley,1990
42,back to life (however do you want me),soul ii soul,1990
43,here and now,luther vandross,1990
44,alright,janet jackson,1990
45,ice ice baby,vanilla ice,1990
46,blame it on the rain,milli vanilli,1990
47,have you seen her,mc hammer,1990
48,with every beat of my heart,taylor dayne,1990
49,come back to me,janet jackson,1990
50,no more lies,michel'le,1990
51,praying for time,george michael,1990
52,how can we be lovers,michael bolton,1990
53,do you remember?,phil collins,1990
54,ready or not,after 7,1990
55,u can't touch this,mc hammer,1990
56,i wish it would rain down,phil collins,1990
57,just between you and me,lou gramm,1990
58,something happened on the way to heaven,phil collins,1990
59,black cat,janet jackson,1990
60,can't stop,after 7,1990
61,janie's got a gun,aerosmith,1990
62,the humpty dance,digital underground,1990
63,i'll be your shelter,taylor dayne,1990
64,free fallin',tom petty,1990
65,giving you the benefit,pebbles,1990
66,enjoy the silence,depeche mode,1990
67,love song,tesla,1990
68,price of love,bad english,1990
69,girls nite out,tyler collins,1990
70,king of wishful thinking,go west,1990
71,what kind of man would i be?,chicago,1990
72,i remember you,skid row,1990
73,get up! (before the night is over),technotronic,1990
74,here we are,gloria estefan,1990
75,epic,faith no more,1990
76,love takes time,mariah carey,1990
77,just like jesse james,cher,1990
78,love shack,the b-52's,1990
79,all or nothing,milli vanilli,1990
80,romeo,dino,1990
81,everybody everybody,black box,1990
82,i go to extremes,billy joel,1990
83,whip appeal,babyface,1990
84,oh girl,paul young,1990
85,c'mon and get my love,d mob with cathy dennis,1990
86,(it's just) the way that you love me,paula abdul,1990
87,we can't go wrong,the cover girls,1990
88,when i'm back on my feet again,michael bolton,1990
89,make you sweat,keith sweat,1990
90,this one's for the children,new kids on the block,1990
91,what it takes,aerosmith,1990
92,forever,kiss,1990
93,jerk out,the time,1990
94,just a friend,biz markie,1990
95,whole wide world,a'me lorain,1990
96,without you,mí¶tley crí¼e,1990
97,swing the mood,jive bunny and the mastermixers,1990
98,thieves in the temple,prince,1990
99,mentirosa,mellow man ace,1990
100,tic-tac-toe,kyper,1990
1,(everything i do) i do it for you,bryan adams,1991
2,i wanna sex you up,color me badd,1991
3,gonna make you sweat (everybody dance now),c+c music factory,1991
4,rush rush,paula abdul,1991
5,one more try,timmy t,1991
6,unbelievable,emf,1991
7,more than words,extreme,1991
8,i like the way (the kissing game),hi-five,1991
9,the first time,surface,1991
10,baby baby,amy grant,1991
11,motownphilly,boyz ii men,1991
12,because i love you (the postman song),stevie b,1991
13,someday,mariah carey,1991
14,high enough,damn yankees,1991
15,from a distance,bette midler,1991
16,all the man that i need,whitney houston,1991
17,"right here, right now",jesus jones,1991
18,i adore mi amor,color me badd,1991
19,love will never do (without you),janet jackson,1991
20,good vibrations,marky mark and the funky bunch,1991
21,justify my love,madonna,1991
22,emotions,mariah carey,1991
23,joyride,roxette,1991
24,romantic,karyn white,1991
25,hold you tight,tara kemp,1991
26,i don't wanna cry,mariah carey,1991
27,you're in love,wilson phillips,1991
28,every heartbeat,amy grant,1991
29,sensitivity,ralph tresvant,1991
30,touch me (all night long),cathy dennis,1991
31,i've been thinking about you,londonbeat,1991
32,do anything,natural selection,1991
33,losing my religion,r.e.m.,1991
34,coming out of the dark,gloria estefan,1991
35,it ain't over 'til it's over,lenny kravitz,1991
36,here we go,c+c music factory,1991
37,where does my heart beat now,celine dion,1991
38,summertime,dj jazzy jeff,1991
39,wind of change,scorpions,1991
40,p.a.s.s.i.o.n.,rythm syndicate,1991
41,the promise of a new day,paula abdul,1991
42,i'm your baby tonight,whitney houston,1991
43,love of a lifetime,firehouse,1991
44,fading like a flower (every time you leave),roxette,1991
45,this house,tracie spencer,1991
46,hole hearted,extreme,1991
47,power of love/love power,luther vandross,1991
48,impulsive,wilson phillips,1991
49,love is a wonderful thing,michael bolton,1991
50,rhythm of my heart,rod stewart,1991
51,things that make you go hmmm...,c+c music factory,1991
52,i touch myself,divinyls,1991
53,tom's diner,dna,1991
54,iesha,another bad creation,1991
55,something to talk about,bonnie raitt,1991
56,after the rain,nelson,1991
57,play that funky music,vanilla ice,1991
58,temptation,corina,1991
59,can't stop this thing we started,bryan adams,1991
60,i can't wait another minute,hi-five,1991
61,3 a.m. eternal,the klf,1991
62,"time, love and tenderness",michael bolton,1991
63,sadeness (part i),enigma,1991
64,around the way girl,ll cool j,1991
65,i'll be there,the escape club,1991
66,cream,prince and the new power generation,1991
67,now that we found love,heavy d,1991
68,show me the way,styx,1991
69,love takes time,mariah carey,1991
70,cry for help,rick astley,1991
71,the way you do the things you do,ub40,1991
72,here i am (come and take me),ub40,1991
73,signs,tesla,1991
74,too many walls,cathy dennis,1991
75,crazy,seal,1991
76,i'll give all my love to you,keith sweat,1991
77,place in this world,michael w. smith,1991
78,something to believe in,poison,1991
79,wicked game,chris isaak,1991
80,get here,oleta adams,1991
81,round and round,tevin campbell,1991
82,silent lucidity,queensrí¿che,1991
83,i'm not in love,will to power,1991
84,piece of my heart,tara kemp,1991
85,real real real,jesus jones,1991
86,everybody plays the fool,aaron neville,1991
87,just another dream,cathy dennis,1991
88,strike it up,black box,1991
89,rico suave,gerardo,1991
90,disappear,inxs,1991
91,groove is in the heart,deee-lite,1991
92,all this time,sting,1991
93,the one and only,chesney hawkes,1991
94,o.p.p.,naughty by nature,1991
95,freedom! '90,george michael,1991
96,i saw red,warrant,1991
97,miles away,winger,1991
98,do you want me,salt-n-pepa,1991
99,the motown song,rod stewart,1991
100,shiny happy people,r.e.m.,1991
1,end of the road,boyz ii men,1992
2,baby got back,sir mix-a-lot,1992
3,jump,kris kross,1992
4,save the best for last,vanessa williams,1992
5,baby-baby-baby,tlc,1992
6,tears in heaven,eric clapton,1992
7,my lovin' (you're never gonna get it),en vogue,1992
8,under the bridge,red hot chili peppers,1992
9,all 4 love,color me badd,1992
10,just another day,jon secada,1992
11,i love your smile,shanice,1992
12,to be with you,mr. big,1992
13,i'm too sexy,right said fred,1992
14,black or white,michael jackson,1992
15,achy breaky heart,billy ray cyrus,1992
16,i'll be there,mariah carey,1992
17,november rain,guns n' roses,1992
18,life is a highway,tom cochrane,1992
19,remember the time,michael jackson,1992
20,finally,cece peniston,1992
21,this used to be my playground,madonna,1992
22,sometimes love just ain't enough,patty smyth and don henley,1992
23,can't let go,mariah carey,1992
24,jump around,house of pain,1992
25,diamonds and pearls,prince and the new power generation,1992
26,don't let the sun go down on me,george michael and elton john,1992
27,masterpiece,atlantic starr,1992
28,if you asked me to,celine dion,1992
29,giving him something he can feel,en vogue,1992
30,live and learn,joe public,1992
31,come and talk to me,jodeci,1992
